text,label
GoodMorning吃早餐吗snoopy史努比snoopy史努比,1
不是吧大胸妹因为围脖太大被大家叫大胸妹笑哭R笑哭R笑哭R真的这么大吗侏儒兔宠物兔兔兔大胸妹兔叽兔子萌宠兔子,2
家里开超市是什么体验冬天到了要养膘一起来吃夜宵吧深夜偷吃家里开零食店,1
真的有人会在本省读书工作一辈子吗小时候一直想着要好好读书去外省读书见世面没想到高考刚过一本线一百多分高不成低不就读了本省的一个本科高校以后大概也是在广西工作连工作的城市房子父母都在筹备了读书考研规培工作三班倒未来一眼看到头好羡慕身边考得好能够出省读书的同学或许他们能见到更多的事物体验我在这里看不到的人生高考已经过去很久了还是放不下高考围城工作,3
千万不要头脑一热冲动养猫1一定要封窗不拴养也不长期笼养2留离家近的宠物医生的联系方式3不生育的猫咪可以在第一次发情结束后绝育4猫咪2个月大就可以接种猫三联疫苗第一年三针每针间隔一月5外驱大宠爱福菜恩内驱海乐妙拜宠清不出门3月一次出门一月一次6猫砂盆天大的省的以后又要換7猫碗用陶瓷不锈钢不易黑下巴好清洗8猫碗不放猫砂盆旁边水碗是猫咪数量19想长肉发腮选择蛋白质含量肉含量高的思克特猫粮10不能暴力换粮要用天换粮法11猫项圈铃销衣服不必买12贝壳针梳勤梳毛定期剪指甲13每月彻底换两次猫砂并清洗猫砂盆14小麦草就是猫草可以让猫吃吐毛球15不要喂牛奶可以喝羊奶和舒化奶16猫不能吃洋葱大蒜葡萄巧克17蒸煮鸡胸肉比零食冻干新鲜营养18秋刀鱼可以补充鱼油蛋壳粉可以补钙19猫咪喜欢纸箱子狭小有安全感20猫不用遛外出用航空箱21养猫家庭不能种百合杜鹃绿萝秋水仙22养猫家庭不能点蚊香可以用驱蚊灯和电蚊拍23拉稀蒙脱石散24软便妈咪爱便秘乳果糖呕吐硫糖铝片咳嗽顺平倍通25外伤碘伏26感冒小儿阿莫西林27咳痰盐酸溴己28泪痕生理盐水擦拭29耳螨棉签擦拭干净滴入洁耳液揉一会擦干净30流眼泪妥布霉素滴眼液31肠胃炎禁食24小时喂乳酶生32猫鼻支多西环素顺平倍通33口yan碘甘油棉签蘸取涂抹口腔34黑下巴红霉素软膏百多邦生理盐水洗必泰35猫藓碘伏盐酸特比芬凝胶伊曲康唑胶囊36口服复合维生素b预防猫咪新手养猫养猫省钱功略养宠知识分享猫咪生病养猫经验分享猫咪日常,1
拍了整整三年往返八次终于凑齐了武隆天坑的春夏秋冬缩影成四张图像极了我们短暂且忙碌的一生,3
你倒是醒醒啊宝贝爱仰头睡觉的兔兔倒头就睡姿势妖娆叫都叫不醒你到底是有多困啊,1
感冒后咳嗽咳嗽咳嗽前天看完病之后开启了中药之旅孩子四岁了第一次喝自己熬的汤药前天晚上到了昨天一天喝了一副药从晚上咳五六遍到昨晚只咳了两次见效显著看来咳嗽还是需要中医治疗doge,1
30岁可以直接交15年社保坐等退休么30岁可以直接交15年以上的社保坐等退休么笑哭R社保缴纳,1
高血压的8个降压开关中医学认为高血压主要是因为情志失调饮食不节和内伤虚损使肝肾阴阳失衡气血功能逆乱所致按摩穴位能达到降压的目的以下是按摩时须注意的重点按摩穴位须配合呼吸呼气时肌肉放松此时按摩效果较佳列缺穴食指推列缺穴13分钟以感觉酸胀为宜经常按摩列缺穴可起到降气平喘降压消肿的功效从而可以有效地降低血压神门穴拇指按揉手部神门穴13分钟刺激此穴能够补益心气镇静安神治疗高血压及其引发的心悸健忘失眠等症太渊穴拇指按揉太渊穴50次以微胀为宜经常按摩此穴具有补益肺气通脉止痛的功效降压效果显著阳溪穴拇指按揉阳溪穴35分钟以有酸胀感为宜经常刺激阳溪穴可有效达到降压目的并可恢复血管壁的弹性血压区拇指食指捏拿血压区35分钟以感受酸麻为宜此法可有效缓解高血压引起的头晕呕吐等症状心反射区拇指按摩手部心反射区35分钟以感觉透热为宜此法可调理心脏促进血液循环对心血管疾病患者有益肾上腺反射区拇指指腹按揉肾上腺反射区35分钟以透热为宜此法可活血祛风平肝降逆改善血液循环降压降气大脑反射区拇指食指捏拿大脑反射区35分钟以感觉酸麻为宜此法可调节神经系统对血压的控制起到降压的作用高血压患者日常在控制血压时按摩穴位只是辅助作用其他饮食运动戒除不良习惯等事项仍需积极飞吻R高血压人群一定要做好每日血压的定时测量用科学的态度对待自己的血压精准测量有效控制健康长寿我的健康生活血压计高血压降压药高血压调理妊娠高血压按摩穴位按摩手部按摩降血压动态血压家用血压计医用家用款血压计电子血压计24小时动态血压,5
哈哈哈大半夜的敢给我斗感谢这位浙江人民最后一张图险胜害羞R害羞R搞笑日常专治不开心搞笑聊天记录南北差异,1
关于我无业投放娃娃机这件事3哭惹R哭惹R哭惹R跟各位精神股东汇报下情况营收售币924出了33个娃娃算了下刚好够一天的场地费总结喵的因为第一次永这这个售卖系统设置参数的时候不知道系统平台有好多营销方案没一单扣13块的手续费不说还有赠送币太坑了真垃圾,1
粉色系躲猫猫的小黑喵嗨一起来躲猫猫呀偷笑R偷笑R偷笑R浪漫生活的记录者头像分享头像女生头像微信头像优质头像原创头像猫咪头像壁纸每日壁纸手机壁纸送你好看的手机壁纸猫咪壁纸Ai绘画画画的日常猫咪粉色系小黑猫一起躲猫猫吖,5
居然这个妈妈也太太太太太太太绝了看到糊糊只能想到孩子小时候吃的辅食五颜六色的糊糊孩子的早饭还是不能糊弄的这个娃能健康长大也是不容易姐妹们早饭都给孩子准备什么呀亲子教育父母课堂孩子教育父母与孩子家庭家庭教育家庭教育经验分享育儿辣妈育儿经,1
八方进财手机高清壁纸原创壁纸手机壁纸今日份壁纸高清壁纸八方来财,5
有姐妹买了这个吗幸福西饼8寸小试牛刀买了一单坐等收货现在还有活动付到了40现金相当于幸福西饼蛋糕八英寸蛋糕,1
这个对视需要多少默契啊啊啊啊啊太爱了汪汪队立大功LYpups漫剪团,2
关于我打到一辆豪华车17号晚上赶着去看演唱会叫不到车随便点了几个笑哭R结果来了一辆奔驰e我还和我朋友感叹上海不愧是大城市20来块钱能叫到奔驰赞R赞R赞R结果一看108石化R4公里108石化R后悔没喝车上两瓶水捂脸R日常五月天五月天演唱会一起去看五月天,1
福到了快迎天下第一福搞的就是艺术手机壁纸每日练字打卡书法天下第一福今日壁纸,5
大家谁能够真正拿捏住这个动作第二次拍了这次拍的发现我的脚反了下次继续死磕到底笑哭R笑哭R笑哭R户外徒步爬山来拍照了户外拍照,1
我妈第一次来我家上厕所惊呆了浴室好物提升幸福感的家居好物视频分享好物,4
我的小狗超爱我的其实它一直能挣脱绳子只是甘愿被我们束缚柯基柯基宝宝,2
减肥路上的绊脚石人类幼崽算是其一人类幼崽迷惑行为宅家带娃日记奶爸带娃奶爸减肥,1
谁家导这么好玩儿啊前有朋友圈分享为什么你的学生不思考后有团建跳舞统一服装导师心腹大患我导儿想跳科目三真的没有考虑过你学生的死活吗笑哭R笑哭R笑哭R,1
小天才也有日本大使馆电话手表卡西欧手表玩机攻略爱日本小日子,5
不是喜欢挤你是喜欢贴贴喜欢贴贴又有什么错ip线条小狗原作者是韩国插画师moonlabstudio以上图片是二创禁止搬运盗图商用线条小狗马尔济斯线条小狗情侣恋爱日常小情侣的日常小狗狗能有什么坏心思,2
当孩子告诉我考上清北时我竟然家人们谁懂啊当我家娃查完成绩告诉我考上了清华北大的时候我真的整个一个大震惊家人们谁懂啊当我知道成绩的一瞬间我整个人都懵逼了孩子你没开玩笑吧这个分数是认真的吗我原来还以为他考得挺好的没想到一不小心还考了个全国第一太棒了我现在心情非常激动感觉都要飞起来了不过说真的这个成绩确实出乎我的意料看来孩子平时真的很努力才能取得这样的好成绩清华大学北京大学家长心理感受成绩单优秀孩子骄傲,1
能刺破西瓜的纸飞机你见过吗亲子手工手工折纸折纸教程幼儿园手工创意手工,2
好喜欢我的崽人类幼崽可以多可爱亲妈滤镜人类幼崽大眼睛宝宝宝宝成长记录宝宝日常日常晒娃人类幼崽日常大眼萌娃宝宝成长日记每秒都值得记录,1
这歌太绝了超好听得恐怖囍又又来了唱歌给你听翻唱热门洛少爷,1
北上广好像对时间有什么误解同事来我们单位前曾在上海待了十多年今天一起来上海开会他要去会场周围办个事我问他远吗他说不远走路半个小时,5
一些小美好正在井然有序的发生着知足且坚定温柔且上进克制朴素不问不怨不记知足感恩微笑简单心宽福自来治愈手工多肉多肉控多肉植物,5
HR的职业嗅觉离职职场那些事儿boss直聘入职即离职HR的日常,1
一定会上岸的25天冷了好想喝妈妈炖的汤首考倒计时加油加油火漆治愈火漆火漆配色,1
住在东京终于感觉到一点点幸福了虽然税金是全国最高但是福利也是最好的吧笑哭R日本东京s生活碎片,1
什么羊城通在深圳地铁竟然行不通不是说岭南通么汗颜R全省能用的在深圳的地铁竟然用不了汗颜R广州南站深圳地铁广州地铁深圳地铁卡,1
不是吧lv你还真出抹茶牛奶啊上次开玩笑说草莓牛奶和蓝莓牛奶都有了再之后是不是就到抹茶牛奶了lv你还真出啊哈哈哈哈Favorite这个包形太适合可可爱爱的配色希望芋泥的紫色系列能有favoritelv路易威登louisvuitton好物分享最爱的包包抹茶,1
女生越吃越瘦的五种食物科普女生食物小红书创作助手小红书视频号,5
真的以为她肚子被扎穿了走过去之前她一动不动我真的又被吓到结果是糖Lulu给我变了个魔术失望R长毛猫纯白异瞳米努特,5
从42岁靠社保撑到退休的秘密你知道了吗我多次表达过作为成年人你可以一无所有但是一定要有社保很多时候这是我们最后的体面中年人们请收下这份靠社保苟到退休的指南社保退休提前退休退休生活我的退休慢生活社保缴纳保险保险怎么买保险知识灵活就业缴纳社保深圳社保社保知识社保小知识自费交社保个人交社保社保补缴灵活就业社保社保补贴补贴失业失业日记领取失业金我失业了失业保险金失业补助金失业金中年失业失业保险失业补助金领取社保40504050补贴,1
太原果然是大城市啥都能吃到啊这个饺子种类也太多了吧还能拿回家自己煮这高低拿捏了太原美食太原美食攻略饺子包饺子饺子控太原兴富桂水饺,1
暴富头像梦到天上下钱了祝暴富当我换了新头像头像男孩都暴富暴富男生头像暴富暴富暴富万物不如搞钱搞钱头像发财头像祝你一夜暴富發财被愛好運常在,5
诺一了解到真相她的父母是被魅影残害的星卡梦少女严诺一欧阳雪东方桃子冬日暴击,2
金莎闺蜜为啥不愿意听她说心事了新一期金莎说自己感到伤心的事情是她之前喜欢跟朋友倾诉寻求帮助后面朋友提出付费的要求她因此感到很受伤这段很明显能感觉出来心智年龄上金莎也是个少女比三岁男友成熟点吧大约18岁按理说人随着年龄增长心智成熟对她人的依赖程度应该越来越低的但从金莎之前的其他节目能看出来她是个爸妈宝女被优渥家庭娇养长大的乖囡囡所以她心智成熟的速度比别人要慢上很多但当父母因为跟时代脱节已经不能够给到她足够有用的建议时她把求助的眼神投向了朋友依赖对象呼叫转移她这位朋友无疑是比较能干的能够给出中肯有用的意见也能提供足够的情绪价值推断应该是个工作能力较强势必也不会太清闲的人所以高频率的12小时的通话我猜测TA多少是有些吃不消的上篇我也说过我的观点朋友任何关系都是互相给予的双向也是非常重要的友情基础如果长期单向索取友情势必是会消耗殆尽能当上爸妈宝女在我们这片土地上算是一个大幸运懂的自懂可以有父母为自己遮风挡雨但父母不可能当一辈子的屏障他们会老会弱当然会有超级幸运儿马上又能遇到一个可靠老公或者怨种朋友继续得到庇护汲取能量但这说到底终究是把自己人生希望寄托在别人身上与其奢求与自己没有一丝血缘关系的朋友和爱人为自己撑起大伞不如自己走两步出去淋淋雨快速成长成一棵大树庇护自己想保护的人比较有意思的部分是金莎说她个这位收费朋友断交后决定以后由自己来做莎莎人生的编剧不再征询朋友的意见然后她就与这位小男友邂逅了怎么说呢有些黑色幽默可能小男友就是莎莎淋的一场雨吧娱乐薯,2
结果出来了咱不开玩笑结果出来了还有四个月就进入小学了规划好的预定路线不出意外这个学校将伴随未来12年的义务教育期间从什么都要学到步入社会都要靠这个学校照顾了自闭症发育迟缓特校特殊教育特殊儿童,1
沈月配饰分享买贵了她是真说啊元气少女沈月配饰分享来咯她真的真的很有日系少女的感觉分享的配饰也很可爱不过买贵了她也是会吐槽的哈明星同款明星私服首饰配饰分享配饰不重样好物分享日系少女沈月沈月同款,4
遇到这种人千万不要怕她不还遇到这种人千万别怕他不还遇到欠债不还且vx不回还拉黑那就不用多说了直接起诉立案快的话几天就能追回传票一到对方就乖乖还目前vx账号都是实名认证过的调取实名认证信息一般是通过向法院申请律师调查令的方式由律师持律师调查令进行调查欠款金额一万元以下诉讼费只需25元起诉流程1小程序搜索人民法院在线服务进行实名认证后选择我要立案2选择审判立案不愿意调节为本人申请3选择地方人民法院案件类型选择民事一审4关键的来了按照提示上传材料就可以等待法院审核了对方不来也没关系法院可以公告送达缺席审理缺席判决拿到生效判决申请法院强制执行就以追回欠款了现在对不还钱的人有以下措施欠钱不还的人手机里的余额可以直接冻结划扣对方名下的住房以及他未成年子女名下的财产都可以直接被拍卖对方名下的养老金和公积金都可以被强制执行坐不了高铁飞机欠钱不还人连开车都不可以加大对拒不履行判决的惩罚力度如果对方有钱就是不还甚至可以追加他的拒资罪红书R家人们又遇到欠钱不还相关问题不懂怎么处理不知道怎么操作的可以盐地区金额红书R也可以单独发我具体情况看到都会回复欠钱不还老赖借钱小红书法律知识课堂欠钱起诉关于借钱借钱不还朋友借钱起诉立案,1
比亚迪看了都得流泪我知道你想那个赞R但你别那个捂脸R开车在路上比亚迪汉,4
3000万近千平大平层被吐槽不如老家自建房记录真实生活我的生活日记大平层豪宅吐槽小红书创作助手小红书创作学院,1
圣诞壁纸丨云端中的圣诞城堡愿我们心中都有打不碎的圣诞城堡呀禁止转载商用礼貌取图圣诞船长AI绘画不一样的你小红书创作助手小红书REDesign小红书创作学院小红书成长笔记艺术薯艺术薯薯队长生活薯,5
冰糖的水果肯定是草莓最好吃啦吃了甜食会开心简单美食草莓冰糖葫芦冰糖草莓,1
以后清蒸鲈鱼你就像我这样做只要多加这一步做出来口感嫩滑无腥味大人小孩都喜欢清蒸鲈鱼,1
酱腌辣椒今天分享酱腌辣椒做法简单味道好保存时间长美食腌辣椒臧大厨教做菜小红书创作助手,1
我想这就是live图的意义啊啊啊啊啊浏阳烟花绝美比这美一百倍一千倍这才是live图的意义浏阳烟花,5
节俭这件事要从小培养人类幼崽可以多可爱人类幼崽人类幼崽日常宝宝宝宝辅食宝宝日常宝妈,2
電車痴漢一路池袋到西川口今天电视新闻電車痴漢一路池袋到西川口埼京線牙白呀话说为啥日本女孩子都不怎么反抗报警日本日本生活,1
谁家导这么好玩儿啊前有朋友圈分享为什么你的学生不思考后有团建跳舞统一服装导师心腹大患我导儿想跳科目三真的没有考虑过你学生的死活吗笑哭R笑哭R笑哭R,1
月嫂要知道宝妈月子期间不能吃的10中蔬菜月子餐月子餐食谱月子月嫂月嫂培训家政,1
上海Loopy全国首展来了静安大悦城已经门里门外贴了loopy的海报啦女明星就是有排面超阔爱开始loopy小海狸loopyloopy表情包loopy周边上海展览周末去哪儿静安大悦城,1
美少女战士头像魔卡少女樱迪士尼公主美少女战士美少女百变小樱手绘头像美少女战士头像优质头像头像,5
为什么我买的三金显得这么少啊评论区里大家的三金都很漂亮这个帖子就用来分享自己的三金吧派对R然后希望姐妹们下次买金的时候一定不能冲动看好自己的需求再下手货比三家赞R不要像我一样冲动消费啦,1
这个破婉字有什么好不得不说甄嬛传里的胖橘是多么钟爱这个wan字菀莞绾婉看到甄嬛的妹妹自己的小姨子还要给人家改个名字用悼念亡妻的作品取了一个婉字还记得胖橘沉浸式封妃的时候对宜修说的这个菀字不好为了从前的事生出许多风波来这会又觉得另一个婉字好了果然人总会为自己想做的事情找各种各样的借口甄嬛传十级观众甄嬛甄嬛传细节甄嬛甄嬛传里名场面甄嬛传甄嬛传语录甄嬛传十级学者甄嬛传表情包甄嬛传重温甄嬛传胖橘甄嬛甄嬛玉娆,2
胡桃木餐桌无保护使用三天后美是美的就是真的很软一堆划痕笑哭R不过只要不仔细看是没影响的如果不能接受使用痕迹的千万要谨慎下手不然后期保养会很心累北美黑胡桃木胡桃木餐桌北美黑胡桃,4
到底哪种肠粉才是正宗的啊刚来广州半个月之前一直吃楼下的肠粉觉得挺好吃的心里想着还挺健康萌萌哒R萌萌哒R结果昨天去吃早茶发现他们的肠粉和我之前吃的完全不一样诶汗颜R汗颜R汗颜R不是说就是米浆做出来的吗想问问大家哪个正宗一点啊是不是都有添加别的东西不是纯的米浆不然怎么会有这么多种形态哭惹R哭惹R哭惹R肠粉广式早茶石磨肠粉,1
风景视频素材多乐观一些会发现你的世界里什么都是偏甜的治愈系风景治愈系,1
它唯一的缺点只有重庆有r的车厘子冰汤圆真的好好吃啊宝宝辅食宝宝爱吃爱糯叽叽的一切笔记灵感,1
在日本开个油条店店地址在东京江户川区西小岩11924店名卤香源经营种类现炸油条豆浆手工包子馄饨豆腐脑粥等除了以上还有各种熟食鸭货营业时间早晨800下午1430晚上17002200每周一定休日大家别跑空日本东京,1
魔兽世界魔兽世界战士经典竞技场套装魔兽世界魔兽世界幻化幻化,2
广东牛杂店的味道到底是怎么调出来的本广东人在宁古塔尝试卤牛肚用了十三香糖豆瓣酱蚝油啤酒味道非常一般拿到街上卖会被人骂的那种uu们有什么改进的建议吗哭惹Rpsuu们别骂了手上调料有限就都放了一遍当时思路是十三香卤料啤酒料酒反正豆瓣酱百搭是不是听着合理多了学到了谢谢uu们下次一定试试新的配方牛杂美食我的美食日记香港美食潮汕美食人生建议,1
每日初中英语小短文Chinesered小学英语怎么学英语语法小学英语初中英语初中英语每日英语英语初中英语怎么学英语单词零基础英语,5
雪中圣诞氛围感壁纸高清开始期待圣诞了吗ins壁纸高清壁纸治愈壁纸我的日常原创壁纸今日壁纸iphone壁纸用一张照片开启冬天的故事,5
lv的sa买得起lv吗我是个土狗连lv都没进去过突然好奇lv的sa的日常包包是不是也是lv是不是也像其他品牌一样有内部价有没有姐妹给我解答一下doge,5
日语入门mydaily日常短语日语跟读日语日语轻松学日语学习日语教学零基础学日语日语入门,4
龙王传说第三季今日开播有人打劫为了赚钱古月和叶星澜豁出去了要想从此过留下买路财1集看点斗罗大陆3龙王传说第三季今日开播啦每周五上午1000爱奇艺优酷腾讯同步播出更新斗罗大陆龙王传说斗罗大陆3龙王传说古月唐舞麟叶星澜唐家三少动态漫画二次元,4
天河的写字楼都这样吗8点45分电梯在大理石墙后面这个阵势我能准时9点打卡吗天河打工人太难了广州天河办公室写字楼写字楼电梯打工人打工人日常,1
别问了在福建后悔没早点来腿已废但很难忘号称闽南第一山海拔1288米行程路线门票人停车建议自驾到灵通山青云宾馆停车场1从青云宾馆旁正门进入徒步大概半小时到达悬空寺位于悬崖边的寺庙由衷感叹其鬼斧神工可以提前准备一些香烛烧香祈愿2下午两点左右可以出发擎天峰爬山的路程很长很长很长而且全都是野路很新奇也很刺激由于有本地人带路全程大概2小时登顶到达顶峰的时候风景绝美体会到了人生是旷野下山大概五点刚好看到了夕阳关于装备最近天气好爬山容易流汗需要防晒衣和防晒帽可以准备登山杖比较好上山背包带一些简单的干粮和水即可不然负重很累徒步路线推荐每周一山一起去爬山厦门周边游我的私藏旅行路线户外徒步,1
声控模仿组长批改自恋学渣作业声控模仿偏心组长批改作业爱官方官方大大求热门没流量啦想想上热门,2
壁纸传统文化皆好運道德经不仅是中国历史上最伟大的名著之一也是世界文化遗产的宝贵财富它对中国传统的哲学科学政治宗教等各个领域都产生了深远的影响影响了许多后世的思想家和学者道德经是除了圣经以外被译成外国文字发布量最多的文化名著吸引力法则中国传统文化新年道德经,5
两元店自主购物小学生放学后日常今天作业完成的早去逛一逛两元店买了一个的盲袋和我一起拆拆看最近天气冷了户外活动也少有了这个纽特舒玛维生素每天补充营养增强体质班级里好多同学都生病了你们也要注意身体哦小学生日常盲袋维生素d纽特舒玛维生素d纽特舒玛维生素D和免疫力小学生自主购物小学生日常小学生家有小学生我的日常,4
假如米加是一款联机游戏米加小镇日常米加小镇小红书创造学院米加小镇剧情米加小镇日常vlog,1
对一斤没有概念苦果大学生对斤是真的没有概念啊想自己做点银耳汤喝于是就去买银耳老板问你要多少我说来个一斤吧老板说1斤是500克我一想500克这么点好像不够吃吧老板给我来5斤开开心心下单收到的时候一个大箱子我还以为是哪个小哥哥给我送的大熊猫虽然不重但是真的好尴尬这都够吃一年了大学生一斤对斤没有概念的大学生崩溃了,2
打工人一周的精神状态太真实了汤姆和杰瑞猫和老鼠艾特你想艾特的人打工人精神状态精神状态打工人内容过于真实,1
真的很舒服又软糯爱了爱了内裤女生礼物精品蕾丝性感内裤内衣内裤,4
情侣头像8组救命吖太萌了情侶頭像情侣头像分享情侣头像分享可爱情侣头像优质情侣头像萌娃情侣头像小众情侣头像氛围感情侣头像超好看的情侣头像头像女生头像优质头像情侣头像动漫头像可爱头像动漫女生头像头像分享好看的女生头像情侣头像动漫头像少女头像猫咪头像女生头像闺蜜头像好看的女生头像动漫女生头像漫画头像好看头像可爱头像,5
我长大了会变成你吗kiwi今天认识了一只大白狗朋友大白狗是一个老奶奶带出来的老奶奶曾经是美军的训犬师她说kiwi会崇拜大白狗因为他们颜色相近kiwi在想象自己长大了会不会变成这样好可爱呀小时候vs长大后遛狗日常比熊,3
叫了个代驾228米这合理吗昨晚解放西路边拉的一个代驾我感觉我被坑了现在是不回消息了231128937更新早上叫滴滴也不是高峰时期往常30秒以内就能叫到车的今天23分钟才叫到上车后听司机说昨天晚上1000开始dd软件崩溃了貌似是被公鸡直到刚刚才恢复好,1
蛋仔派对抽奖丨抽到羊蜜了耶只花100抽到了羊蜜哇R之前答应过她羊蜜返场就给她抽一个的斜眼R听说保底300充了328没有想到100就抽到了偷笑R真是幸运女神眷顾了呢派对R,2
大连昨晚多少度一夜之间团灭了贪恋这时候温差的代价再要么美要么死之间它们选择了后者失望R多肉植物多肉控,5
艺术热岛艺术家幽默的水墨智慧的艺术hi大家好很高兴在小红书里让我们成为好朋友我是刘晓东笔名白丁擅长版画漫画创作在此分享我一批轻松幽默的水墨漫画博大家一笑我尝试用传统水墨的技法表现漫画将古典人物造型与漫画语言相结合融入哲理寓意轻松诙谐流露书卷之气散淡之美让水墨幽默起来智慧起来我从事漫画创作20年作品多次入选伊朗日本比利时等国际漫展国内展赛中主要奖项有获第十二届第十三届全国美展提名奖17次入选中国美协主办的版画漫画展览漫画入编教育部人教版八年级政治教科书插图现为中国美协会员水墨漫画艺术热岛艺术热岛艺术家小红书艺术发光计划刘晓东漫画好看的漫画推荐,1
半山风雨半生忧一杯清茶难入喉山后本是清净地奈何俗人一身愁,3
爱奇艺黄金会员怎么买便宜爱奇艺黄金会员怎么买便宜新发现爱奇艺会员的渠道既省又省心直接续费真的贵的受不了但是又必须要用所以干脆去找渠道啦月卡季卡办年卡年卡都有的有售后可咨询放心入价格美丽不管是考研党还是喜欢用爱奇艺看剧的人来说都是很友好爱奇艺爱奇艺会员看剧不懂就问有问必答,5
不经本人同意拿东西算不算偷我心爱的娃娃让我妹拿走了趁我不在家问我妈能不能拿走玩我妈很敞亮的替我做决定了这一次我要自己夺回来日常亲戚,1
iPad手机壁纸088青葱岁月III浪漫生活的记录者送你好看的手机壁纸氛围感手机壁纸壁纸全屏壁纸高清壁纸神仙壁纸每日壁纸每日壁纸分享壁纸分享古风山水意境治愈系风景治愈iPad壁纸ipad壁纸每一帧都是壁纸今日快乐今日发,5
关于我打到一辆豪华车17号晚上赶着去看演唱会叫不到车随便点了几个笑哭R结果来了一辆奔驰e我还和我朋友感叹上海不愧是大城市20来块钱能叫到奔驰赞R赞R赞R结果一看108石化R4公里108石化R后悔没喝车上两瓶水捂脸R日常五月天五月天演唱会一起去看五月天,1
二次构图发光滤镜尊嘟是废片之神差点就删了的废片居然介么宝藏二次构图你真的我哭亖IOS原相机调色曝光9鲜明度70高光13阴影52对比度11亮度16自然饱和度4色温20色调4一些小tips数据要依据皂片情况调整喔尤其是色温喜欢冷调就多色温反之多加裁剪的时候多多聚焦主体尽量去掉杂乱部分适当矫正照片注意平行垂直更具精致感去米XXwink你我当年画质修复2次左右get高质感画面更多ins调色可以康奈奈之前滴作品浪漫生活的记录者笔记灵感ins风滤镜调色教程修图调色我超会p图derins风壁纸滤镜调色分享调色教程plogiphone调色手机调色氛围感拯救废片发光滤镜二次构图常用修图技巧摄影构图技巧,5
第一次直面苹果税的无耻最近在听一本星际文晋江今天显示余额不足充值的时候发现之前appleid换了国家又要重新输入地址和银行卡信息觉得麻烦就在网页上充了充的时候觉得不对劲手机上30块只能买到1打头的晋江币怎么网页上能有将近3000呢以为自己记错了打开手机查好家伙手机上充值居然要的手续费网页上微信充值只要啊第一次直面苹果税的险恶你要个10倍我都能接受你要40倍果然割韭菜还是资本主义国家的资本家更狠啊苹果税苹果手机充值税,1
图一月嫂走的第一天belike图二宝宝已经四个月啦派对R每天感叹我怎么有这么可爱的婆婆啊,1
比晚风还温柔的兔宝宝好名字宝宝起名宝宝取名字宝宝取名2023兔宝宝兔宝宝兔宝宝宝宝起名宝宝取名字2023兔宝宝,1
真只有一点小号犯困绵绵棉花娃娃棉花美娃娃棉花娃娃娃衣棉花娃娃娃衣安利我爱官方大大求流量稚恬的专属话题,2
黑暗料理都已经波及到猫界了领先墨鱼舔舔罐我很丑可是我很好吃今天给猪咪们安排上领先的新品舔舔罐了区别于原来的肉饼质地这个是绵密的慕斯质地适合舔舔怪小猫们适口性也不错猪咪们哐叽一顿炫又是美美光盘的一天呢宠物薯宠物薯我的养宠日常猫咪吃播沉浸式宠物配餐小红书养宠手册猫咪配餐领先主食罐领先墨鱼主食罐,2
为什么她总是要我管接送她曾经是个飞行八年的空姐凌晨3点钟上班或者下班是常态八年里面我风雨不改把她接送到员工班车的地点不管寒冬炎夏或台风暴雨每一次都目送她上车和等着她下车如果说谈恋爱的时候这是追求她讨好她的表现那结婚后是出于对一个家庭的负责婚后她选择保持自己的事业我大力支持家里有两辆车我也鼓励着她开车上班她却宁愿挤着公司的班车她说我希望每天上班和下班第一个能见到的是你,1
客户送了我套化妆品可惜我山猪品不了细糠居然不知道什么牌子多少钱捂脸R捂脸R捂脸R无奈只能求助各位路过的帮我看看,1
2024你迟早是富婆好好运连连浪漫生活的记录者仙女聚会快乐加倍小红书图文模板每日壁纸原创壁纸手机壁纸2024,5
奶油柠檬三文鱼清新开胃十分钟搞定柠檬三文鱼在家也能做的西餐笔记灵感,1
闽南婚宴两千多一桌吃过一辈子忘不掉泉州惠安结婚酒席一桌两千多14道菜8个是海鲜道道硬菜吃过一辈子都忘不掉泉州美食宋元中国看泉州它唯一的缺点是本地限定闽南酒席闽南婚宴婚宴吃货薯,5
小黑小白来更新啦没想到之前随手发的视频收到了这么多大家的喜欢替我家两个小朋友谢谢网友们小黑妹妹是我最近才收养的她本来对这个枕头不是很感兴趣所以没有买第二个家里也有挺多其他各种垫子躲避屋啥的结果他俩彻底绑定之后跟她哥哥学的就开始也喜欢趴了分享几张两兔和平共处的照片萌宠兔子侏儒兔垂耳兔,1
自制薯条外酥里脆家里只要有土豆就能做酥酥脆脆的薯条从此实现薯条自由孩子们也超喜欢宝宝辅食日记不重样宝宝食谱宝宝辅食达人,1
每天都来枕头中间尿一下也不知道最近怎么了每天痴迷于来两个枕头中间尿尿有时候一天尿一次有时候3次还好我买的床单够多兔里兔气宠物图鉴我家的妈宝宠物兔兔宠物薯,1
